lon,lat,distance_km,x_santiago_km,relief_m,resolution
-73.53099730458221,-33.45891,600.1155526259008,-266.1080747539264,-3930.5906517520316,01m
-73.50943396226415,-33.45891,602.1159378013203,-264.107689574918,-3895.843839622639,01m
-73.4878706199461,-33.45891,604.1163229767399,-262.10730439590964,-3894.111707547164,01m
-73.46630727762803,-33.45891,606.1167081521594,-260.1069192169012,-3942.5301164420785,01m
-73.44474393530997,-33.45891,608.1170933275789,-258.1065340378928,-4021.6002892183506,01m
-73.42318059299191,-33.45891,610.1174785029984,-256.10614885888447,-4013.145557142854,01m
-73.40161725067385,-33.45891,612.1178636784192,-254.10576367987605,-4029.7054075472083,01m
-73.38005390835579,-33.45891,614.1182488538387,-252.10537850086766,-4354.024118328918,01m
-73.35849056603773,-33.45891,616.1186340292583,-250.10499332185924,-4471.877081132077,01m
-73.33692722371967,-33.45891,618.1190192046778,-248.10460814285085,-4464.516425067385,01m
-73.31536388140162,-33.45891,620.1194043800962,-246.10422296384377,-4545.987069811252,01m
-73.29380053908356,-33.45891,622.1197895555157,-244.10383778483538,-4623.419507008082,01m
